,시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
272,경기,석장초,1996,양평,초,대부,경기도 양평군 개군면 석장리 177
273,경기,신산초 영장분교장,1994,파주,초,미활용,경기도 파주시 광탄면 영장리 256-1
274,경기,안양서여중,2017,안양과천,중,자체활용,경기도 안양시 만안구 안양동 728-2
275,경기,양동초 단석분교장,2009,양평,초,대부,경기도 양평군 양동면 쌍학리 357
276,경기,양동초 매월분교장,2007,양평,초,대부,경기도 양평군 양동면 매월리 803-1
277,경기,양동초 삼산분교장,2001,양평,초,미활용,경기도 양평군 양동면 삼산리 632-11
278,경기,양성초방축분교장,1994,안성,초,대부,경기도 안성시 양성면 방축리 187-1
279,경기,양평단월초 산음분교장,2001,양평,초,대부,경기도 양평군 단월면 산음리 231-1
280,경기,양평부안초,2004,양평,초,대부,경기도 양평군 단월면 부안리 236-1
281,경기,양평중 옥천분교장,1996,양평,초,자체활용,경기도 양평군 옥천면 옥천리 549-1
282,경기,어정초 동진원분교장,1999,용인,초,대부,경기도 기흥구 중동 669외 4필지
283,경기,연천왕산초 동중분교장,1991,연천,초,대부,경기도 연천군 왕징면 동중리 461-1
284,경기,연천왕산초 마전분교장(A),1991,연천,초,대부,경기도 연천군 미산면 1795
285,경기,연천왕산초 마전분교장(B),2008,연천,초,대부,경기도 연천군 미산면 유촌리 625
286,경기,연천초 고문분교장,2017,연천,초,대부,경기도 연천군 연천읍 고문리 259-1
287,경기,영북초 보광분교장,1995,포천,초,대부,경기도 포천시 영북면 야미리 276
288,경기,영성여중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 5
289,경기,영중초,2022,포천,초,자체활용,경기도 포천시 영중면 성동리 891-3
290,경기,영평초,2022,포천,초,미활용,경기도 포천시 영중면 영평리 240
291,경기,옥계초,2000,연천,초,대부,경기도 연천군 군남면 옥계리 475-4
292,경기,용운초,1996,파주,초,대부,경기도 파주시 적성면 객현리 385-2
293,경기,운암초,1982,포천,초,자체활용,경기도 포천시 영북면 운천리 334-3
294,경기,원곡초성은분교장,2018,안성,초,대부,경기도 안성시 원곡면 성은리 35-1
295,경기,월곶초 문수분교장,1995,김포,초,자체활용,경기도 김포시 월곶면 보구곶리 364
296,경기,유양초 천성분교장,1991,동두천양주,초,미활용,경기도 양주시 유양동 725
297,경기,율면초 월포분교장,1994,이천,초,대부,경기도 이천시 율면 월포리 610-1
298,경기,이천중 호법분교장,1994,이천,중,자체활용,경기도 이천시 호법면 후안리 295
299,경기,장암초,1998,안성,초,대부,경기도 안성시 일죽면 장암리 204
300,경기,장암초금산분교장,1995,안성,초,대부,경기도 안성시 일죽면 금산리 232-1
301,경기,장호원상업고,2001,이천,고,자체활용,경기도 이천시 장호원읍 노탑리 717
302,경기,장호원여중,2001,이천,중,자체활용,경기도 이천시 장호원읍 노탑리 717
303,경기,적성초,1998,파주,초,자체활용,경기도 파주시 적성면 가월리 114-5
304,경기,전곡초 양원분교장,1991,연천,초,대부,경기도 연천군 전곡읍 양원리 560
305,경기,전곡초 적동분교장,2018,연천,초,자체활용,경기도 연천군 전곡읍 늘목리 111-2
306,경기,점동초 뇌곡분교장,2012,여주,초,대부,경기도 여주시 점동면 뇌곡리 172-1
307,경기,점동초 당현분교장,1996,여주,초,대부,경기도 여주시 점동면 당진리 262-1
308,경기,점동초 안평분교장,2009,여주,초,미활용,경기도 여주시 점동면 장안리 478
309,경기,정문초,1994,화성오산,초,대부,경기도 화성시 정남면 계향리 411
310,경기,조종초 운악분교장,1999,가평,초,대부,경기도 가평군 조종면 운악리 214-6
311,경기,지평초 일신분교장,2011,양평,초,대부,경기도 양평군 지평면 일신리 674
312,경기,진가초모가분교장,2010,이천,초,미활용,경기도 이천시 모가면 신갈리165-2
313,경기,창곡여중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 3
314,경기,창곡중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 3
315,경기,창문초,2000,화성오산,초,대부,경기도 화성시 남양읍 수화리 236
316,경기,청운초 갈운분교장,2000,양평,초,미활용,경기도 양평군 청운면 갈운리 472
317,경기,청운초 신론분교장,1994,양평,초,대부,경기도 양평군 청운면 신론리 291-3
318,경기,청평초 삼회분교장,2001,가평,초,자체활용,경기도 가평군 청평면  삼회리 184
319,경기,청평초 양진분교장,1994,가평,초,대부,경기도 가평군 청평면 고성리 777-2
320,경기,청평초 회곡분교장,1994,가평,초,미활용,경기도 가평군 설악면 회곡리 528
321,경기,탄벌초 목현분교장,1995,광주하남,초,자체활용,"경기도 경기 광주시 목현동 418-1,386-2,387-1,"
322,제주,가시초,2001,해당없음,초,대부,제주특별자치도 서귀포시 표선면 가시리 1924
323,제주,고산초산양분교장,1995,해당없음,초,대부,제주특별자치도 제주시 한경면 청수리 3338
324,제주,광령초상전분교장,1992,해당없음,초,자체활용,제주특별자치도 제주시 애월읍 고성리 94
325,제주,명월초,1993,해당없음,초,대부,제주특별자치도 제주시 한림읍 명월리 1734
326,제주,무릉중,1999,해당없음,증,대부,제주특별자치도 서귀포시 대정읍 무릉리 3296
327,제주,무릉초무릉동분교장,1994,해당없음,초,대부,제주특별자치도 서귀포시 대정읍 무릉리 581-1
328,제주,보성초구억분교장,1995,해당없음,초,대부,제주특별자치도 서귀포시 대정읍 구억리 889-1
329,제주,보성초신평분교장,1992,해당없음,초,대부,제주특별자치도 서귀포시 대정읍 신평리 371-1
330,제주,삼양초회천분교장,1996,해당없음,초,자체활용,제주특별자치도 제주시 회천동 2307
331,제주,서광초동광분교장,2009,해당없음,초,대부,제주특별자치도 서귀포시 안덕면 동광리 976
332,제주,신도초,1998,해당없음,초,대부,제주특별자치도 서귀포시 대정읍 신도리 1382-1
333,제주,신도초 보흥분교장,1983,해당없음,초,미활용,제주특별자치도 서귀포시  대정읍 신도리 2495
334,제주,신산중,2001,해당없음,중,미활용,제주특별자치도 서귀포시  성산읍 신산리 953
335,제주,신산초 난산분교장,1995,해당없음,초,미활용,제주특별자치도 서귀포시  성산읍 난산리 1109
336,제주,신산초삼달분교장,1998,해당없음,초,대부,제주특별자치도 서귀포시 성산읍 삼달리 437-5
337,제주,신창중,1998,해당없음,중,미활용,제주특별자치도 제주시  한경면 신창리 135
338,제주,안덕초대평분교장,1996,해당없음,초,대부,제주특별자치도 서귀포시 안덕면 창천리 850
339,제주,어도초어음분교장,1999,해당없음,초,대부,제주특별자치도 제주시 애월읍 어음리 2922
340,제주,연평초,2000,해당없음,초,대부,제주특별자치도 제주시 우도면 서광리 1457
341,제주,영락초,1995,해당없음,초,미활용,제주특별자치도 서귀포시  대정읍 영락리 1278
342,제주,영천초,2002,해당없음,초,자체활용,제주특별자치도 서귀포시 상효동 1291-2
343,제주,용수초,1995,해당없음,초,미활용,제주특별자치도 제주시 한경면 용수리 3533
344,제주,장전초금덕분교장,1992,해당없음,초,대부,제주특별자치도 제주시 애월읍 유수암리 1387
345,제주,조수초,1995,해당없음,초,대부,제주특별자치도 제주시 한경면 조수리 315
346,제주,조천초신흥분교장,2010,해당없음,초,자체활용,제주특별자치도 제주시 조천읍 신흥리 94
347,제주,창천초 상천분교장,1992,해당없음,초,미활용,제주특별자치도 서귀포시  안덕면 상천리 470-2
348,제주,추자초 횡간분교장,1991,해당없음,초,미활용,제주특별자치도 제주시  추자면 대서리 산68
349,제주,판포초,1996,해당없음,초,대부,제주특별자치도 제주시 한경면 판포리 2846-1
350,제주,풍천초신풍분교장,1996,해당없음,초,대부,제주특별자치도 서귀포시 성산읍 신풍리 500
351,제주,하천초,2002,해당없음,초,자체활용,제주특별자치도 서귀포시  표선면 하천리 357-1
352,제주,화산초,2001,해당없음,초,대부,제주특별자치도 서귀포시 표선면 세화리 1811-1
353,대구,가창초우록분교,2007,달성,초,대부,대구광역시 달성군 가창면 삼산리 795
354,대구,감삼중,2011,남부,중,자체활용,대구광역시 달서구 감삼동 198-4
355,대구,경운초감삼분교,1996,서부,초,자체활용,대구광역시 서구 내당동 467-2
356,대구,남도여중,1999,남부,중,자체활용,대구광역시 남구 대명동 1819-37
357,대구,대구남중,2012,남부,중,자체활용,대구광역시 달서구 성당동 434-1
358,대구,대동초,2017,서부,초,자체활용,대구광역시 북구 산격동 1285
359,대구,도남초,2000,서부,초,자체활용,대구광역시 북구 국우동 90-1
360,대구,복명초,1998,동부,초,자체활용,대구광역시 중구 남산동 630
361,대구,복현중,2017,서부,중,자체활용,대구광역시 북구 복현동 301-17
362,대구,본리중,2016,남부,중,자체활용,대구광역시 달서구 본리동 333-1
363,대구,서진중,2018,서부,중,자체활용,대구광역시 서구 평리동 550
364,대구,성서중,1999,남부,중,자체활용,대구광역시 달서구 장기동 48
365,대구,신암중,2017,동부,중,자체활용,대구광역시 동구 신암동 75
366,대구,유가초,2016,달성,초,자체활용,대구광역시 달성군 유가읍 유곡리 978
367,대구,유가초한정분교,2007,달성,초,대부,대구광역시 달성군 유가면 한정리 224-1
368,대구,죽전중,2020,남부,중,대부,대구광역시 달서구 죽전동 176
369,대구,평광초,1994,동부,초,대부,대구광역시 동구 평광동 1096
370,경북,가음중학교,2017,의성,초,미활용,경상북도 의성군 가음면 장리 1276
371,경북,가정초등학교,1999,경주,초,자체활용,경상북도 경주시 현곡면 가정리 49-2
372,경북,가천고등학교,2017,성주,고,자체활용,경상북도 성주군 가천면 창천리 861
373,경북,가천초등학교무학분교장,2018,성주,초,미활용,경상북도 성주군 금수면 무학리 1410
374,경북,감문초등학교,1994,김천,초,대부,경상북도 김천시 감문면 삼성리 1383
375,경북,감천초등학교덕율분교장,2009,예천,초,자체활용,경상북도 예천군 개포면 덕율리 143
376,경북,강구초등학교직천분교장,1995,영덕,초,미활용,경상북도 영덕군 강구면 원직리 261-1
377,경북,강동초등학교단구분교장,2014,경주,초,미활용,경상북도 경주시 강동면 단구리 1147
378,경북,강동초등학교왕신분교장,2009,경주,초,대부,경상북도 경주시 강동면 왕신리 669-1
379,경북,개진초등학교영동분교장,2008,고령,초,미활용,경상북도 고령군 개진면 생리 251 외
380,경북,개포초등학교,2000,예천,초,자체활용,경상북도 예천군 개포면 신음리 160-1
381,경북,개포초등학교경진분교장,1999,예천,초,대부,경상북도 예천군 개포면 경진리 565 외
382,경북,경주마케팅고등학교,2019,경주,고,자체활용,경상북도 경주시 산내면 의곡리 70-65
383,경북,경주초등학교학동분교장,2002,경주,초,미활용,경상북도 경주시 내남면 비지리 545
384,경북,경주초등학교화천분교장,2010,경주,초,자체활용,경상북도 경주시 건천읍 화천리 1328-1
385,경북,고경중학교,2016,영천,중,미활용,경상북도 영천시 고경면 상덕리 365
386,경북,고경초등학교삼귀분교장,1995,영천,초,대부,경상북도 영천시 고경면 차당리 산51-2
387,경북,고로초등학교화수분교장,1996,군위,초,미활용,경상북도 군위군 고로면 화수리 963-1
388,경북,고목초등학교,1996,울진,초,대부,경상북도 울진군 북면 고목리 470-4
389,경북,고양초등학교,1999,봉화,초,미활용,경상북도 봉화군 명호면 양곡리 329-1
390,경북,곡송초등학교,2013,김천,초,미활용,경상북도 김천시 감문면  태촌리 785
391,경북,공서초등학교,2013,상주,초,대부,경상북도 상주시 공성면 금계리 33
392,경북,광덕초등학교,1992,청송,초,자체활용,경상북도 청송군 진보면 광덕리 271
393,경북,구룡포여자종합고등학교,2012,포항,고,대부,경상북도 포항시 남구 구룡포읍 병포리 139-1
394,경북,구룡포초등학교구남분교장,2014,포항,초,대부,경상북도 포항시 남구 구룡포읍 구평리 736-1
395,경북,구성초등학교양각분교장,2011,김천,초,대부,경상북도 김천시 구성면 양각리 402
396,경북,구천초등학교용호분교장,1999,의성,초,대부,경상북도 의성군 구천면 용사리 361-1
397,경북,군위남부초등학교,1998,군위,초,자체활용,경상북도 군위군 군위읍 무성리 709-1
398,경북,군위여자고등학교,2009,군위,고,자체활용,경상북도 군위군 군위읍 정리 292-1
399,경북,군위여자중학교,2009,군위,중,자체활용,경상북도 군위군 군위읍 정리 292-1
400,경북,군위정보고등학교,2017,군위,고,자체활용,경상북도 군위군 의흥면 읍내리 197
401,경북,금곡초등학교,1999,영덕,초,대부,경상북도 영덕군 병곡면 금곡리 261-1
402,경북,금성여자상업고등학교,2019,의성,고,대부,경상북도 의성군 금성면 탑리리 960
403,경북,금천초등학교문명분교장,2018,청도,초,대부,경상북도 청도군 운문면  신원리 1230-1
404,경북,금호남부초등학교,1995,영천,초,대부,경상북도 영천시 금호읍 호남리 307
405,경북,기계중학교상옥분교장,2021,포항,중,대부,경상북도 포항시 북구 죽장면 상옥리 389
406,경북,기계초등학교기서분교장,2002,포항,초,미활용,경상북도 포항시 북구 기계면 가안리 14
407,경북,기산초등학교,1999,칠곡,초,자체활용,경상북도 칠곡군 기산면 봉산리 538
408,경북,길주중학교녹전분교장,2018,안동,중,대부,경상북도 안동시 녹전면 신평리 756
409,경북,김천상업고등학교,2019,김천,고,대부,경상북도 김천시 지례면 교리 407
410,경북,낙서초등학교서원분교장,1994,상주,초,대부,경상북도 상주시 내서면 서원리 167-1
411,경북,남산초등학교삼성분교장,2010,경산,초,미활용,경상북도 경산시 남산면 하대리 370
412,경북,남양초등학교태하분교장,2012,울릉,초,대부,경상북도 울릉군 울릉읍 태하리521-2
413,경북,내서초등학교,1999,상주,초,자체활용,경상북도 상주시 내서면 신촌리 21
414,경북,노월초등학교,1995,경주,초,자체활용,경상북도 경주시 내남면 노곡리 909-6
415,경북,노음초등학교진복분교장,1990,울진,초,자체활용,경상북도 울진군 근남면 진복리 631
416,경북,녹남초등학교,1994,안동,초,대부,경상북도 안동시 녹전면 사신리 455-5
417,경북,농남중학교,2014,김천,중,자체활용,경상북도 김천시 남면 옥산리 560-2
418,경북,다인정보고등학교,2017,의성,고,자체활용,경상북도 의성군 다인면 도암리 283
419,경북,다인초등학교달제분교장,1993,의성,초,자체활용,경상북도 의성군 다인면 달제리 1513
420,경북,대덕중학교,2017,김천,중,자체활용,경상북도 김천시 대덕면 관기리 777
421,경북,대덕중학교증산분교장,2017,김천,중,자체활용,경상북도 김천시 증산면 동안리 76
422,경북,대방초등학교,1999,구미,초,대부,경상북도 구미시 고아읍 횡산리 47
423,경북,대보초등학교강사분교장,1993,포항,초,미활용,경상북도 포항시 남구 호미곶면 강사리 491
424,경북,대보초등학교대동배분교장,2007,포항,초,대부,경상북도 포항시 남구 호미곶면 대동배리 410-1
425,경북,대산초등학교,1999,청도,초,대부,경상북도 청도군 각남면 옥산리 15
426,경북,대신초등학교,2000,포항,초,자체활용,경상북도 포항시 북구 죽도동 655-9
427,경북,대신초등학교,2015,김천,초,대부,경상북도 김천시 아포읍 대신리 810
428,경북,대양초등학교,2001,포항,초,자체활용,경상북도 포항시 북구 환호동 13-7
429,경북,대율초등학교,2012,군위,초,대부,경상북도 군위군 부계면 대율리 644-1
430,경북,도산중학교,2018,안동,중,자체활용,경상북도 안동시 도산면 온혜리 923
431,경북,동곡초등학교,2015,청도,초,자체활용,경상북도 청도군 금천면 동곡리 915-5
432,경북,동곡초등학교김전분교장,1999,청도,초,대부,경상북도 청도군 금천면 김전리 52
433,경북,동해초등학교흥환분교장,2013,포항,초,대부,경상북도 포항시 남구 동해면 흥환리 357
434,경북,두릉초등학교,2005,상주,초,미활용,경상북도 상주시 사벌국면 두릉리 303
435,경북,매전초등학교,2012,청도,초,대부,경상북도 청도군 매전면 온막리 42-4
436,경북,매호초등학교,1999,상주,초,대부,경상북도 상주시 사벌국면 매호리 500
437,경북,매화종합고등학교,2008,울진,고,자체활용,경상북도 울진군 매화면 매화리 1141
438,경북,명주초등학교,1999,영천,초,미활용,경상북도 영천시 북안면 명주리 307-1
439,경북,명호중학교,2017,봉화,중,자체활용,경상북도 봉화군 명호면 도천리 264-2
440,경북,명호초등학교북곡분교장,2013,봉화,초,미활용,경상북도 봉화군 명호면 북곡리 1309
441,경북,모서초등학교호명분교장,1994,경주,초,대부,경상북도 경주시 강동면 호명리 18
442,경북,모아초등학교모서분교장,2021,경주,초,대부,경상북도 경주시 강동면 모서리 529
443,경북,문산초등학교,1999,군위,초,대부,경상북도 군위군 우보면 모산리 489-10
444,경북,물야초등학교개단분교장,2012,봉화,초,대부,경상북도 봉화군 물야면 개단리 844-2
445,경북,물야초등학교수식분교장,2016,봉화,초,대부,경상북도 봉화군 물야면 수식리 418-1
446,경북,물야초등학교오전분교장,1997,봉화,초,미활용,경상북도 봉화군 물야면 오전리 869-2
447,경북,박달초등학교,1992,경주,초,대부,경상북도 경주시 내남면 박달리 153
448,경북,방지초등학교,2015,청도,초,자체활용,경상북도 청도군 금천면 방지리 1203
449,경북,백산초등학교,2013,고령,초,자체활용,경상북도 고령군 쌍림면 백산리 163 외
450,경북,법전중학교,2017,봉화,중,대부,경상북도 봉화군 법전면 법전리 238
451,경북,법전초등학교,1999,봉화,초,자체활용,경상북도 봉화군 춘양면 소로리 534-1
452,경북,보성초등학교,1992,군위,초,미활용,경상북도 군위군 소보면 사리리 97-1
453,경북,봉의초등학교,1992,군위,초,대부,경상북도 군위군 소보면 봉소리 623-1 외
454,경북,봉현서부초등학교,2012,영주,초,대부,경상북도 영주시 봉현면 두산리 210
455,경북,봉화여자고등학교,2007,봉화,고,자체활용,경상북도 봉화군 봉화읍 해저리 30
456,경북,봉화여자중학교,2007,봉화,중,자체활용,경상북도 봉화군 봉화읍 해저리 30
457,경북,봉화중학교봉성분교장,2010,봉화,중,미활용,경상북도 봉화군 봉성면 봉성리 380-2
458,경북,부남초등학교이현분교장,1993,청송,초,대부,경상북도 청송군 부남면 이현리 726-1
459,경북,부남초등학교중기분교장,1992,청송,초,미활용,경상북도 청송군 부남면 중기리 610-2
460,경북,부상초등학교,1997,김천,초,미활용,경상북도 김천시 남면 부상리 564
461,경북,부석고등학교,2008,영주,고,자체활용,경상북도 영주시 부석면 소천리 501-1
462,경북,부석초등학교남대분교장,2010,영주,초,미활용,경상북도 영주시 부석면 남대리 354
463,경북,부석초등학교상석분교장,2002,영주,초,대부,경상북도 영주시 부석면 상석리 480-1
464,경북,북삼초등학교오평분교장,2022,칠곡,초,자체활용,경상북도 칠곡군 북삼읍 오평리 847-7
465,경북,비안고등학교,2008,의성,고,자체활용,경상북도 의성군 비안면 이두리 345
466,경북,비안중학교,2016,의성,중,자체활용,경상북도 의성군 비안면 이두리 345
467,경북,사곡초등학교,2011,의성,초,자체활용,경상북도 의성군 사곡면 양지리 550
468,경북,산동초등학교송백분교장,2010,구미,초,대부,경상북도 구미시 산동읍 송산리 243
469,경북,산북정보고등학교,2005,문경,고,자체활용,경상북도 문경시 산북면 대상리 97-3
470,경북,산제초등학교,1994,의성,초,대부,경상북도 의성군 비안면 화신리 145-1
471,경북,삼분초등학교,1999,의성,초,미활용,경상북도 의성군 다인면 삼분리 1370-2
472,경북,상오초등학교,1987,상주,초,자체활용,경상북도 상주시 화북면 상오리 562
473,경북,상옥초등학교하옥분교장,1993,포항,초,자체활용,경상북도 포항시 북구 죽장면 하옥리 444
474,경북,상운중학교,2017,봉화,중,대부,경상북도 봉화군 상운면 운계리 664-1
475,경북,상주초등학교남장분교장,1994,상주,초,대부,경상북도 상주시 남장동 229-1
476,경북,상천초등학교,2010,의성,초,미활용,경상북도 의성군 금성면 제오리 904-1
477,경북,서벽초등학교금정분교장,1995,봉화,초,미활용,경상북도 봉화군 춘양면 우구치리 31-2
478,경북,서후초등학교대흥분교장,2022,안동,초,미활용,경상북도 안동시 서후면 대두서리 61
479,경북,석계초등학교,1993,영천,초,미활용,경상북도 영천시 고경면 석계리 5-2
480,경북,석병초등학교,1998,포항,초,대부,경상북도 포항시 남구 구룡포읍 석병리 640-2
481,경북,석보초등학교소계분교장,1995,영양,초,대부,경상북도 영양군 석보면 소계리 223
482,경북,소천고등학교,2018,봉화,고,자체활용,경상북도 봉화군 소천면 현동리 701-10
483,경북,속암초등학교문창분교장,1996,의성,초,대부,경상북도 의성군 단밀면 팔등리 265
484,경북,송강초등학교,1999,청송,초,자체활용,경상북도 청송군 파천면 송강리 284-2
485,경북,송생초등학교,2005,청송,초,대부,경상북도 청송군 청송읍 송생리 551-3
486,경북,송하초등학교,1994,영양,초,자체활용,경상북도 영양군 수비면 송하리 367-1
487,경북,수륜초등학교명륜분교장,1993,성주,초,대부,경상북도 성주군 수륜면 송계리 477
488,경북,수비초등학교신암분교장,2009,영양,초,대부,경상북도 영양군 수비면  신암리 166
489,경북,수평초등학교,1993,문경,초,대부,경상북도 문경시 동로면 수평리 390
490,경북,시량초등학교,1996,청송,초,대부,경상북도 청송군 진보면 시량리 507-3
491,경북,신광초등학교비학분교장,2007,포항,초,대부,경상북도 포항시 북구 신광면 만석리 272-11
492,경북,신기초등학교대성분교장,2009,문경,초,자체활용,경상북도 문경시 호계면 견탄리 500-5
493,경북,신녕서부초등학교,2001,영천,초,미활용,경상북도 영천시 신녕면 부산리 946-1
494,경북,신동초등학교연호분교장,1999,칠곡,초,대부,경상북도 칠곡군 지천면 연호리 산90-1
495,경북,신동초등학교연화분교장,1997,칠곡,초,대부,경상북도 칠곡군 지천면 연화리 513-4
496,경북,신사초등학교,1999,영양,초,대부,경상북도 영양군 입암면 신사리 610
497,경북,신산초등학교,1994,의성,초,미활용,경상북도 의성군 단밀면 신하리 551
498,경북,신상초등학교,2008,경산,초,자체활용,경상북도 경산시 진량읍 신상리 343-1
499,경북,아화초등학교천촌분교장,1995,경주,초,대부,경상북도 경주시 서면 천촌리 345-2
500,경북,안강북부초등학교,2013,경주,초,자체활용,경상북도 경주시 안강읍 육통리 543-3
501,경북,안계초등학교고산분교장,2000,의성,초,미활용,경상북도 의성군 안사면 안사리 669-1
502,경북,안동중학교와룡분교장,2018,안동,중,대부,경상북도 안동시 와룡면 지내리 926
503,경북,안동중학교인계분교장,2018,안동,중,대부,경상북도 안동시 예안면 인계리 산19-5
504,경북,압량초등학교,2017,경산,초,자체활용,경상북도 경산시 압량읍 부적리 601 외
505,경북,양남초등학교상계분교장,2015,경주,초,미활용,경상북도 경주시 양남면 상계리 57-2
506,경북,양북고등학교,2003,경주,고,자체활용,경상북도 경주시 양북면 어일리 701
507,경북,양북초등학교송전분교장,2010,경주,초,대부,경상북도 경주시 양북면 송전리 94
508,경북,양천초등학교,2019,김천,초,미활용,경상북도 김천시 양천동 1301-2
509,경북,어모초등학교,2007,김천,초,대부,경상북도 김천시 어모면 동좌리 620
510,경북,연화초등학교,1994,김천,초,미활용,경상북도 김천시 대덕면 연화리 255
511,경북,영덕야성초등학교매정분교장,2016,영덕,초,미활용,경상북도 영덕군 영덕읍 매정리 88
512,경북,영덕야성초등학교창포분교장,2015,영덕,초,자체활용,경상북도 영덕군 영덕읍 창포리 550
513,경북,영도초등학교,1999,영천,초,대부,경상북도 영천시 본촌동 본촌동 335-2
514,경북,영북초등학교,2007,영천,초,자체활용,경상북도 영천시 녹전동 127
515,경북,영순초등학교영창분교장,2008,문경,초,미활용,경상북도 문경시 영순면 말응리 524
516,경북,영양중학교입암분교장,2019,영양,중,대부,경상북도 영양군 입암면 산해리 48
517,경북,영천남부초등학교,2012,영천,초,미활용,경상북도 영천시 작산동 56
518,경북,영해초등학교대동분교장,1997,영덕,초,대부,경상북도 영덕군 영해면 대리 394-1
519,경북,영해초등학교영해동부분교장,2009,영덕,초,대부,경상북도 영덕군 영해면 괴시리 490
520,경북,영호초등학교,2012,안동,초,자체활용,경상북도 안동시 옥야동 328-2
521,경북,영화초등학교화덕분교장,2020,영천,초,미활용,경상북도 영천시 화산면 덕암리 140-2
522,경북,예산초등학교,2012,구미,초,자체활용,경상북도 구미시 선산읍 북산리 587
523,경북,예천남부초등학교인포분교,2009,예천,초,미활용,경상북도 예천군 호명면 월포리 382
524,경북,오계초등학교,2001,영주,초,자체활용,경상북도 영주시 안정면 오계리 525
525,경북,오릉초등학교,2010,경주,초,자체활용,경상북도 경주시 탑동 676-2
526,경북,오천초등학교,1993,군위,초,대부,경상북도 군위군 효령면 오천리 164-3 외
527,경북,옥대초등학교단산분교장,1994,영주,초,대부,경상북도 영주시 단산면 병산리 343
528,경북,옥산초등학교하강분교장,2000,경주,초,대부,경상북도 경주시 안강읍 하곡리 632
529,경북,온양초등학교,1997,울진,초,자체활용,경상북도 울진군 울진읍 온양리 224-9
530,경북,와룡초등학교나소분교장,1995,안동,초,대부,경상북도 안동시 와룡면 라소리 628-1
531,경북,왕산초등학교,1994,경주,초,대부,경상북도 경주시 암곡동 389
532,경북,외남초등학교삼남분교장,2013,상주,초,미활용,경상북도 상주시 외남면 신촌리 467
533,경북,외서초등학교배영분교장,1999,상주,초,대부,경상북도 상주시 외서면 봉강리 139
534,경북,용궁상업고등학교,2006,예천,고,자체활용,경상북도 예천군 용궁면 읍부리 251-3
535,경북,용산초등학교,2007,청도,초,자체활용,경상북도 청도군 청도읍 송읍리 375
536,경북,용흥중학교,2019,포항,중,대부,경상북도 포항시 북구 용흥동 340
